user_id,loan_amount_inr,existing_debt,annual_income,credit_score
USR_01974,21000,5146,95000,578
USR_01975,14000,2290,54000,560
USR_01976,67000,22962,191000,684
USR_01977,56000,5549,52000,630
USR_01978,10000,2523,216000,547
USR_01979,33000,4704,974000,690
USR_01980,8000,2797,56000,715
USR_01981,5000,1411,129000,568
USR_01982,11000,2636,21000,649
USR_01983,52000,2225,127000,756
USR_01984,57000,16944,272000,586
USR_01985,36000,15856,289000,769
USR_01986,45000,18829,173000,627
USR_01987,36000,14034,331000,645
USR_01988,11000,593,1247000,552
USR_01989,33000,2581,640000,554
USR_01990,49000,26453,107000,604
USR_01991,46000,3264,50000,711
USR_01992,72000,16835,117000,813
USR_01993,44000,22903,76000,832
USR_01994,31000,3860,233000,641
USR_01995,64000,9834,63000,625
USR_01996,21000,2755,153000,581
USR_01997,9000,1557,318000,728
USR_01998,18000,10243,150000,599
USR_01999,10000,4217,76000,633
USR_02000,11000,2102,416000,684
USR_02001,19000,7964,36000,681
USR_02002,9000,4158,125000,607
USR_02003,16000,8112,157000,643
USR_02004,3000,1750,164000,609
USR_02005,27000,7549,188000,591
USR_02006,22000,5075,265000,578
USR_02007,9000,1249,158000,546
USR_02008,42000,7141,121000,675
USR_02009,56000,24483,117000,633
USR_02010,4000,369,99000,570
USR_02011,10000,1160,305000,564
USR_02012,10000,4322,97000,562
USR_02013,8000,1342,320000,607
USR_02014,50000,10699,165000,728
USR_02015,18000,5960,107000,602
USR_02016,16000,10858,266000,689
USR_02017,2000,75,90000,759
USR_02018,41000,10902,271000,661
USR_02019,6000,1351,192000,596
USR_02020,23000,3119,101000,643
USR_02021,29000,7015,248000,646
USR_02022,85000,32807,252000,770
USR_02023,5000,727,410000,528
USR_02024,1000,216,352000,728
USR_02025,26000,8560,241000,527
USR_02026,133000,27186,66000,706
USR_02027,76000,36508,1154000,621
USR_02028,27000,5926,52000,777
USR_02029,13000,3426,347000,697
USR_02030,49000,30987,229000,690
USR_02031,8000,689,63000,584
USR_02032,35000,5134,147000,776
USR_02033,36000,6203,152000,847
USR_02034,63000,12346,462000,790
USR_02035,347000,30457,91000,579
USR_02036,32000,8492,131000,636
USR_02037,13000,7187,25000,566
USR_02038,21000,8720,652000,607
USR_02039,3000,1386,69000,669
USR_02040,10000,863,211000,701
USR_02041,14000,337,150000,687
USR_02042,13000,1246,150000,529
USR_02043,25000,988,311000,647
USR_02044,9000,1442,619000,686
USR_02045,67000,36499,199000,716
USR_02046,22000,13760,274000,679
USR_02047,21000,5717,211000,684
USR_02048,15000,5279,367000,633
USR_02049,25000,15480,112000,669
USR_02050,50000,3662,384000,830
USR_02051,9000,3738,395000,734
USR_02052,11000,2613,386000,675
USR_02053,16000,4599,95000,701
USR_02054,5000,325,142000,655
USR_02055,9000,691,197000,654
USR_02056,13000,1501,54000,716
USR_02057,52000,6957,582000,608
USR_02058,28000,2742,161000,640
USR_02059,26000,3304,204000,554
USR_02060,51000,7744,102000,704
USR_02061,19000,4955,56000,724
USR_02062,32000,6783,100000,692
USR_02063,19000,15825,193000,633
USR_02064,28000,5133,278000,646
USR_02065,12000,3978,185000,660
USR_02066,1000,382,214000,726
USR_02067,19000,15078,124000,722
USR_02068,91000,32250,242000,549
USR_02069,55000,17992,532000,588
USR_02070,57000,17712,286000,680
USR_02071,75000,2173,311000,556
USR_02072,24000,10383,205000,714
USR_02073,26000,8206,48000,630
USR_02074,11000,672,70000,699
USR_02075,16000,9419,234000,652
USR_02076,40000,840,161000,643
USR_02077,73000,11615,231000,573
USR_02078,19000,8170,622000,611
USR_02079,14000,1691,290000,641
USR_02080,22000,3852,445000,639
USR_02081,40000,16028,175000,700
USR_02082,5000,1174,85000,605
USR_02083,2000,915,155000,647
USR_02084,12000,3432,85000,755
USR_02085,6000,1017,566000,707
USR_02086,13000,2144,306000,657
USR_02087,19000,3061,246000,547
USR_02088,13000,815,437000,553
USR_02089,94000,28413,32000,694
USR_02090,30000,4933,260000,701
USR_02091,29000,5610,57000,513
USR_02092,41000,18706,161000,698
USR_02093,7000,1977,126000,610
USR_02094,62000,28946,276000,621
USR_02095,20000,825,195000,712
USR_02096,43000,19368,477000,701
USR_02097,7000,1102,100000,643
USR_02098,4000,816,287000,698
USR_02099,49000,7876,185000,624
USR_02100,32000,17514,43000,594
USR_02101,8000,5358,78000,738
USR_02102,9000,3912,144000,742
USR_02103,67000,46609,396000,604
USR_02104,6000,3077,235000,612
USR_02105,113000,11880,63000,712
USR_02106,8000,2774,145000,601
USR_02107,41000,16339,817000,706
USR_02108,15000,11426,177000,578
USR_02109,40000,19637,125000,629
USR_02110,12000,1372,241000,718
USR_02111,18000,3358,299000,582
USR_02112,22000,6396,112000,608
USR_02113,8000,3227,243000,676
USR_02114,46000,14927,125000,524
USR_02115,13000,6114,289000,655
USR_02116,17000,4760,186000,731
USR_02117,8000,783,239000,710
USR_02118,1000,146,88000,646
USR_02119,18000,4418,84000,651
USR_02120,245000,67022,346000,754
USR_02121,48000,2925,152000,745
USR_02122,21000,6706,204000,643
USR_02123,16000,7785,127000,605
USR_02124,22000,1474,334000,710
USR_02125,38000,2666,100000,729
USR_02126,6000,3424,146000,746
USR_02127,67000,19375,305000,690
USR_02128,45000,17496,415000,625
USR_02129,45000,6951,107000,533
USR_02130,34000,3679,780000,785
USR_02131,22000,10248,209000,762
USR_02132,43000,2474,70000,596
USR_02133,39000,22942,218000,663
USR_02134,15000,2175,119000,634
USR_02135,12000,367,230000,654
USR_02136,24000,6919,157000,621
USR_02137,103000,3413,172000,698
USR_02138,6000,2931,78000,570
USR_02139,5000,2338,359000,622
USR_02140,25000,933,64000,711
USR_02141,23000,6185,67000,511
USR_02142,26000,6120,218000,671
USR_02143,28000,576,586000,611
USR_02144,17000,4734,122000,763
USR_02145,97000,48757,285000,673
USR_02146,4000,1471,384000,594
USR_02147,9000,3507,312000,751
USR_02148,19000,4418,126000,651
USR_02149,4000,1284,67000,659
USR_02150,18000,2799,27000,712
USR_02151,116000,33262,131000,607
USR_02152,22000,8309,417000,751
USR_02153,27000,9408,66000,690
USR_02154,6000,668,284000,605
USR_02155,11000,3010,76000,619
USR_02156,15000,2618,177000,562
USR_02157,16000,5357,286000,671
USR_02158,79000,40376,96000,637
USR_02159,38000,18795,186000,671
USR_02160,7000,3322,116000,530
USR_02161,28000,1582,286000,613
USR_02162,36000,13070,196000,581
USR_02163,68000,26155,170000,684
USR_02164,106000,10379,566000,607
USR_02165,7000,1875,276000,682
USR_02166,9000,238,93000,612
USR_02167,6000,3785,151000,763
USR_02168,17000,3567,153000,653
USR_02169,35000,11432,173000,714
USR_02170,59000,16871,1226000,642
USR_02171,20000,4713,218000,714
USR_02172,15000,2247,31000,595
USR_02173,25000,6694,105000,647
USR_02174,9000,430,34000,617
USR_02175,177000,40057,125000,780
USR_02176,4000,1346,33000,566
USR_02177,26000,20119,81000,794
USR_02178,166000,19180,48000,553
USR_02179,22000,4759,221000,701
USR_02180,18000,9069,162000,606
USR_02181,15000,3181,207000,667
USR_02182,18000,2920,149000,638
USR_02183,86000,25312,53000,591
USR_02184,2000,187,245000,655
USR_02185,102000,53819,757000,620
USR_02186,5000,3008,225000,689
USR_02187,16000,7758,115000,579
USR_02188,14000,2462,51000,683
USR_02189,39000,14016,78000,710
USR_02190,4000,697,233000,642
USR_02191,34000,9305,384000,557
USR_02192,166000,36509,200000,771
USR_02193,5000,477,308000,682
USR_02194,26000,3005,286000,599
USR_02195,11000,1147,244000,684
USR_02196,33000,4655,96000,532
USR_02197,22000,2673,187000,732
USR_02198,11000,6278,82000,798
USR_02199,35000,8665,165000,707
USR_02200,133000,14258,212000,579
USR_02201,18000,6177,623000,510
USR_02202,45000,2041,57000,745
USR_02203,6000,877,239000,639
USR_02204,8000,3898,532000,622
USR_02205,35000,6871,298000,731
USR_02206,97000,20330,316000,608
USR_02207,31000,4013,260000,703
USR_02208,16000,6510,459000,651
USR_02209,22000,5961,68000,667
USR_02210,6000,2645,53000,764
USR_02211,40000,21670,161000,615
USR_02212,53000,2423,28000,609
USR_02213,14000,1269,435000,635
USR_02214,13000,3838,432000,565
USR_02215,28000,1613,115000,715
USR_02216,14000,4154,120000,706
USR_02217,20000,6189,153000,649
USR_02218,179000,15042,169000,585
USR_02219,17000,4726,180000,457
USR_02220,15000,6069,254000,591
USR_02221,11000,1778,141000,633
USR_02222,46000,7044,346000,517
USR_02223,18000,5113,232000,824
USR_02224,11000,7791,100000,679
USR_02225,82000,62652,473000,688
USR_02226,91000,37252,54000,639
USR_02227,12000,1511,151000,701
USR_02228,3000,1044,352000,628
USR_02229,60000,14405,91000,638
USR_02230,11000,3148,208000,748
USR_02231,48000,5328,251000,726
USR_02232,3000,503,81000,649
USR_02233,53000,3685,153000,791
USR_02234,6000,115,143000,644
USR_02235,45000,10678,104000,614
USR_02236,22000,8042,1026000,658
USR_02237,8000,1785,88000,671
USR_02238,14000,3782,363000,566
USR_02239,43000,11150,118000,684
USR_02240,24000,1794,68000,798
USR_02241,39000,13243,176000,716
USR_02242,158000,85151,273000,696
USR_02243,4000,426,339000,683
USR_02244,110000,11017,567000,580
USR_02245,24000,10059,1717000,580
USR_02246,8000,290,198000,661
USR_02247,5000,2225,95000,620
USR_02248,18000,1650,233000,548
USR_02249,55000,13405,131000,625
USR_02250,19000,2554,341000,681
USR_02251,99000,45012,57000,690
USR_02252,5000,1160,1082000,591
USR_02253,21000,4857,322000,646
USR_02254,6000,3655,42000,679
USR_02255,31000,10365,92000,561
USR_02256,53000,9170,312000,595
USR_02257,14000,2724,417000,649
USR_02258,1000,373,58000,586
USR_02259,26000,2736,287000,627
USR_02260,34000,4111,34000,824
USR_02261,33000,4483,151000,544
USR_02262,75000,17875,396000,749
USR_02263,7000,1060,104000,673
USR_02264,43000,8650,48000,564
USR_02265,72000,15912,182000,697
USR_02266,3000,499,100000,653
USR_02267,30000,5800,269000,734
USR_02268,13000,2337,80000,696
USR_02269,20000,3985,87000,663
USR_02270,31000,13890,32000,628
USR_02271,13000,1537,186000,731
USR_02272,11000,1638,143000,622
USR_02273,22000,7603,62000,551
USR_02274,7000,947,190000,517
USR_02275,7000,1132,370000,563
USR_02276,43000,4370,136000,706
USR_02277,6000,2920,201000,624
USR_02278,42000,9561,202000,595
USR_02279,34000,5678,62000,619
USR_02280,3000,836,843000,708
USR_02281,11000,1076,111000,694
USR_02282,72000,11037,275000,661
USR_02283,8000,2201,301000,608
USR_02284,13000,2490,145000,622
USR_02285,34000,2377,264000,640
USR_02286,48000,5126,198000,587
USR_02287,17000,1048,52000,642
USR_02288,12000,2552,124000,583
USR_02289,91000,35864,99000,675
USR_02290,125000,14009,112000,683
USR_02291,58000,25932,57000,728
USR_02292,23000,7532,400000,668
USR_02293,9000,1101,586000,666
USR_02294,9000,977,355000,591
USR_02295,37000,8287,449000,646
USR_02296,33000,1747,123000,578
USR_02297,89000,67197,97000,530
USR_02298,42000,2851,87000,631
USR_02299,4000,555,272000,614
USR_02300,63000,26040,195000,692
USR_02301,8000,716,153000,582
USR_02302,15000,6073,458000,846
USR_02303,28000,1629,225000,616
USR_02304,162000,12009,83000,645
USR_02305,493000,126263,94000,610
USR_02306,40000,8336,280000,704
USR_02307,18000,3832,374000,635
USR_02308,37000,8566,253000,581
USR_02309,53000,9194,742000,521
USR_02310,15000,4369,601000,690
USR_02311,132000,62980,231000,695
USR_02312,27000,5014,83000,673
USR_02313,36000,19653,57000,634
USR_02314,42000,6868,119000,627
USR_02315,33000,9561,297000,704
USR_02316,50000,8481,701000,642
USR_02317,11000,2864,227000,728
USR_02318,12000,243,414000,643
USR_02319,7000,137,133000,640
USR_02320,34000,21686,267000,675
USR_02321,47000,4378,314000,747
USR_02322,34000,15055,33000,732
USR_02323,117000,70911,116000,646
USR_02324,21000,2660,347000,623
USR_02325,42000,13705,202000,565
USR_02326,7000,1863,62000,698
USR_02327,14000,4229,23000,525
USR_02328,44000,8601,121000,769
USR_02329,51000,21311,153000,709
USR_02330,16000,4196,80000,597
USR_02331,20000,2064,182000,736
USR_02332,4000,1101,244000,688
USR_02333,15000,3485,278000,682
USR_02334,53000,207,24000,631
USR_02335,39000,24269,56000,688
USR_02336,36000,6700,127000,550
USR_02337,23000,12236,257000,654
USR_02338,22000,6362,240000,602
USR_02339,11000,225,237000,629
USR_02340,44000,14314,119000,601
USR_02341,33000,18648,125000,605
USR_02342,36000,13039,90000,740
USR_02343,13000,1584,300000,549
USR_02344,2000,555,77000,678
USR_02345,65000,40685,321000,570
USR_02346,13000,2237,192000,742
USR_02347,9000,2848,156000,679
USR_02348,44000,21271,96000,551
USR_02349,14000,172,55000,673
USR_02350,63000,11638,96000,601
USR_02351,40000,736,124000,665
USR_02352,43000,15742,24000,557
USR_02353,5000,2488,138000,736
USR_02354,74000,40821,340000,510
USR_02355,28000,3103,256000,593
USR_02356,15000,5682,109000,574
USR_02357,25000,13056,168000,676
USR_02358,3000,518,104000,615
USR_02359,33000,365,183000,637
USR_02360,7000,1639,557000,605
USR_02361,5000,2519,353000,554
USR_02362,4000,1455,246000,634
USR_02363,67000,4905,109000,558
USR_02364,11000,5158,296000,521
USR_02365,102000,7598,42000,693
USR_02366,12000,4442,133000,563
USR_02367,3000,752,259000,751
USR_02368,7000,2623,294000,749
USR_02369,75000,21850,278000,711
USR_02370,18000,97,206000,570
USR_02371,12000,69,139000,798
USR_02372,25000,4503,250000,485
USR_02373,36000,8229,75000,588
USR_02374,67000,29992,82000,708
USR_02375,93000,37006,170000,702
USR_02376,15000,7832,186000,599
USR_02377,5000,241,37000,595
USR_02378,14000,5611,234000,634
USR_02379,28000,7792,302000,643
USR_02380,8000,2935,152000,617
USR_02381,8000,3740,1087000,766
USR_02382,31000,6206,94000,602
USR_02383,20000,657,121000,752
USR_02384,22000,3953,118000,678
USR_02385,10000,2305,153000,721
USR_02386,17000,5163,125000,545
USR_02387,8000,1230,52000,721
USR_02388,53000,21466,105000,719
USR_02389,62000,4283,150000,603
USR_02390,3000,775,434000,709
USR_02391,8000,1041,947000,546
USR_02392,4000,847,473000,616
USR_02393,11000,2752,87000,731
USR_02394,20000,8387,93000,637
USR_02395,5000,1139,143000,631
USR_02396,8000,4230,678000,748
USR_02397,8000,2431,142000,513
USR_02398,27000,25492,56000,637
USR_02399,23000,9489,108000,645
USR_02400,10000,774,298000,594
USR_02401,26000,7796,282000,746
USR_02402,12000,3776,138000,586
USR_02403,16000,506,281000,587
USR_02404,117000,24117,26000,476
USR_02405,84000,22827,176000,727
USR_02406,6000,1079,324000,626
USR_02407,50000,17988,83000,627
USR_02408,49000,20594,83000,635
USR_02409,6000,681,36000,733
USR_02410,49000,18748,580000,762
USR_02411,102000,13956,91000,528
USR_02412,7000,2498,197000,617
USR_02413,8000,2867,263000,570
USR_02414,60000,28636,545000,634
USR_02415,28000,2281,143000,643
USR_02416,38000,7692,105000,529
USR_02417,30000,3739,186000,675
USR_02418,32000,14537,454000,618
USR_02419,5000,2021,142000,704
USR_02420,62000,30206,75000,652
USR_02421,70000,10327,47000,529
USR_02422,17000,1699,61000,693
USR_02423,21000,5974,324000,556
USR_02424,4000,1559,125000,563
USR_02425,36000,2103,100000,627
USR_02426,39000,3796,91000,630
USR_02427,20000,4718,174000,527
USR_02428,67000,21011,134000,639
USR_02429,15000,3329,130000,643
USR_02430,38000,14181,479000,641
USR_02431,7000,2694,557000,531
USR_02432,21000,12740,44000,660
USR_02433,18000,4576,211000,693
USR_02434,27000,11805,87000,555
USR_02435,15000,2264,133000,574
USR_02436,19000,6416,208000,705
USR_02437,50000,11272,137000,760
USR_02438,14000,5403,195000,638
USR_02439,4000,902,278000,618
USR_02440,126000,7290,206000,663
USR_02441,87000,18986,97000,744
USR_02442,6000,2743,98000,590
USR_02443,43000,4862,51000,616
USR_02444,13000,2915,82000,614
USR_02445,28000,3479,782000,550
USR_02446,29000,11049,86000,709
USR_02447,17000,6972,62000,668
USR_02448,10000,1218,210000,508
USR_02449,11000,2299,149000,649
USR_02450,8000,554,139000,766
USR_02451,9000,2886,502000,669
USR_02452,20000,2362,252000,762
USR_02453,10000,3737,106000,610
USR_02454,43000,28331,115000,717
USR_02455,97000,18734,108000,742
USR_02456,12000,1442,327000,644
USR_02457,27000,6822,127000,621
USR_02458,36000,15975,38000,726
USR_02459,35000,2734,156000,687
USR_02460,23000,6284,47000,716
USR_02461,46000,10656,934000,678
USR_02462,35000,1184,75000,644
USR_02463,6000,1418,142000,643
USR_02464,52000,4043,200000,625
USR_02465,53000,15340,129000,678
USR_02466,10000,3860,129000,637
USR_02467,22000,9506,228000,667
USR_02468,43000,8935,551000,594
USR_02469,17000,13321,300000,590
USR_02470,64000,21997,531000,690
USR_02471,234000,51242,70000,677
USR_02472,10000,813,209000,619
USR_02473,5000,1365,184000,746
USR_02474,29000,1978,215000,592
USR_02475,45000,12280,489000,680
USR_02476,17000,10066,136000,682
USR_02477,94000,36575,117000,653
USR_02478,5000,1090,249000,738
USR_02479,44000,5639,39000,763
USR_02480,12000,2509,134000,569
USR_02481,122000,8715,146000,490
USR_02482,161000,9024,77000,615
USR_02483,10000,1217,379000,581
USR_02484,12000,1582,69000,619
USR_02485,52000,19695,145000,777
USR_02486,14000,7330,205000,838
USR_02487,21000,887,480000,583
USR_02488,22000,17621,161000,665
USR_02489,3000,129,344000,664
USR_02490,21000,2259,285000,674
USR_02491,11000,3755,179000,554
USR_02492,13000,3184,68000,736
USR_02493,93000,21453,51000,713
USR_02494,6000,3783,177000,616
USR_02495,49000,2511,105000,736
USR_02496,16000,4354,339000,549
USR_02497,16000,7697,295000,531
USR_02498,48000,21374,140000,668
USR_02499,30000,5672,64000,680
USR_02500,38000,24043,244000,638
USR_02501,57000,24548,72000,727
USR_02502,15000,1288,88000,603
USR_02503,11000,6483,74000,734
USR_02504,7000,2925,145000,705
USR_02505,9000,1465,415000,780
USR_02506,420000,189840,162000,525
USR_02507,76000,23537,114000,615
USR_02508,5000,2399,48000,586
USR_02509,5000,810,253000,704
USR_02510,35000,12697,87000,760
USR_02511,38000,8256,178000,623
USR_02512,38000,2365,122000,691
USR_02513,17000,2865,318000,751
USR_02514,19000,3837,143000,672
USR_02515,30000,9028,155000,699
USR_02516,24000,2233,240000,511
USR_02517,2000,121,878000,759
USR_02518,17000,502,331000,629
USR_02519,9000,6334,151000,836
USR_02520,26000,3496,163000,590
USR_02521,435000,167979,106000,683
USR_02522,31000,7933,76000,707
USR_02523,16000,4345,104000,474
USR_02524,55000,8584,87000,774
USR_02525,35000,8602,274000,702
USR_02526,33000,5369,69000,545
USR_02527,40000,8977,472000,675
USR_02528,172000,42924,297000,675
USR_02529,7000,3749,165000,640
USR_02530,35000,26516,162000,608
USR_02531,8000,608,104000,645
USR_02532,38000,10130,202000,710
USR_02533,8000,3009,388000,707
USR_02534,14000,5761,92000,650
USR_02535,16000,1634,47000,666
USR_02536,58000,11041,285000,641
USR_02537,55000,14150,210000,581
USR_02538,6000,1061,66000,645
USR_02539,23000,5758,90000,598
USR_02540,10000,5730,81000,580
USR_02541,6000,2932,91000,480
USR_02542,17000,7413,125000,621
USR_02543,16000,5743,131000,704
USR_02544,249000,48254,96000,735
USR_02545,33000,6290,88000,681
USR_02546,5000,1714,135000,559
USR_02547,12000,3334,186000,639
USR_02548,61000,26980,126000,569
USR_02549,177000,24381,411000,783
USR_02550,4000,536,244000,622
USR_02551,3000,626,45000,615
USR_02552,143000,77812,247000,714
USR_02553,32000,1796,264000,647
USR_02554,9000,4684,114000,725
USR_02555,37000,4936,49000,571
USR_02556,1000,324,163000,656
USR_02557,22000,9802,161000,685
USR_02558,30000,12923,66000,466
USR_02559,55000,21272,50000,602
USR_02560,7000,3343,151000,607
USR_02561,23000,7240,135000,653
USR_02562,8000,5163,116000,628
USR_02563,28000,2450,152000,670
USR_02564,8000,1411,67000,633
USR_02565,14000,3885,114000,730
USR_02566,8000,630,249000,797
USR_02567,42000,11886,123000,544
USR_02568,51000,5950,42000,651
USR_02569,17000,2005,111000,726
USR_02570,22000,641,69000,600
USR_02571,5000,3080,201000,669
USR_02572,16000,3620,210000,623
USR_02573,20000,9473,43000,579
USR_02574,302000,34247,298000,578
USR_02575,7000,254,66000,477
USR_02576,95000,6909,566000,661
USR_02577,59000,16988,156000,666
USR_02578,29000,15034,60000,583
USR_02579,127000,16096,65000,630
USR_02580,31000,9096,215000,549
USR_02581,32000,10209,119000,687
USR_02582,20000,7452,150000,621
USR_02583,74000,12462,591000,703
USR_02584,65000,14969,93000,627
USR_02585,11000,5610,170000,580
USR_02586,5000,901,506000,612
USR_02587,17000,4342,202000,755
USR_02588,9000,199,45000,796
USR_02589,20000,3824,243000,544
USR_02590,75000,13038,64000,713
USR_02591,13000,1952,501000,572
USR_02592,21000,9102,84000,596
USR_02593,23000,8725,1750000,664
USR_02594,51000,35391,526000,684
USR_02595,2000,578,86000,599
USR_02596,12000,5649,165000,692
USR_02597,27000,4044,297000,732
USR_02598,73000,27205,304000,700
USR_02599,13000,6712,231000,582
USR_02600,3000,385,443000,618
USR_02601,40000,3853,147000,711
USR_02602,11000,82,121000,758
USR_02603,6000,2357,123000,561
USR_02604,11000,471,323000,671
USR_02605,18000,9954,217000,701
USR_02606,12000,7841,205000,552
USR_02607,2000,332,307000,721
USR_02608,54000,22692,31000,798
USR_02609,78000,7250,208000,696
USR_02610,42000,11668,193000,689
USR_02611,7000,2091,618000,597
USR_02612,18000,5925,47000,615
USR_02613,21000,2686,565000,604
USR_02614,40000,7377,172000,588
USR_02615,42000,10968,240000,633
USR_02616,10000,324,622000,671
USR_02617,23000,7911,254000,589
USR_02618,34000,4699,224000,625
USR_02619,94000,37641,197000,672
USR_02620,44000,3240,110000,501
USR_02621,48000,8407,159000,716
USR_02622,23000,814,91000,664
USR_02623,90000,29331,157000,665
USR_02624,33000,19476,25000,730
USR_02625,9000,574,229000,715
USR_02626,89000,16349,147000,692
USR_02627,44000,5974,124000,669
USR_02628,14000,2291,194000,649
USR_02629,13000,1669,51000,609
USR_02630,29000,4785,761000,582
USR_02631,35000,2746,149000,677
USR_02632,26000,10104,144000,677
USR_02633,30000,1456,75000,659
USR_02634,120000,46151,165000,555
USR_02635,64000,4131,493000,464
USR_02636,26000,973,372000,653
USR_02637,56000,30301,322000,521
USR_02638,7000,1861,251000,672
USR_02639,32000,10926,122000,786
USR_02640,134000,54389,51000,673
USR_02641,17000,9806,138000,619
USR_02642,9000,4708,134000,576
USR_02643,11000,5995,376000,609
USR_02644,7000,942,208000,647
USR_02645,10000,5528,591000,725
USR_02646,15000,3866,424000,659
USR_02647,5000,775,112000,629
USR_02648,22000,3427,38000,697
USR_02649,54000,4872,493000,753
USR_02650,8000,2090,482000,671
USR_02651,100000,16325,54000,663
USR_02652,36000,5166,544000,533
USR_02653,61000,10550,220000,554
USR_02654,11000,147,185000,545
USR_02655,51000,3883,592000,636
USR_02656,7000,429,477000,591
USR_02657,53000,15710,274000,615
USR_02658,26000,10142,237000,590
USR_02659,38000,10640,266000,596
USR_02660,6000,2724,118000,520
USR_02661,8000,2785,155000,665
USR_02662,40000,12807,79000,699
USR_02663,8000,1236,124000,654
USR_02664,35000,955,121000,675
USR_02665,5000,1767,97000,682
USR_02666,51000,17792,181000,679
USR_02667,6000,925,125000,709
USR_02668,38000,10389,243000,733
USR_02669,41000,9867,44000,760
USR_02670,10000,4386,148000,515
USR_02671,39000,18133,180000,682
USR_02672,28000,2794,126000,565
USR_02673,12000,1118,141000,748
USR_02674,8000,2028,45000,654
USR_02675,3000,1196,216000,669
USR_02676,31000,11051,273000,658
USR_02677,4000,2179,241000,664
USR_02678,24000,18814,373000,765
USR_02679,16000,297,191000,736
USR_02680,43000,9653,238000,762
USR_02681,16000,827,184000,636
USR_02682,15000,2160,282000,501
USR_02683,45000,2422,46000,702
USR_02684,30000,6972,79000,571
USR_02685,30000,10241,579000,624
USR_02686,35000,3228,22000,645
USR_02687,4000,877,145000,650
USR_02688,46000,10240,415000,695
USR_02689,40000,9589,151000,585
USR_02690,7000,510,117000,693
USR_02691,17000,4672,180000,636
USR_02692,21000,1675,122000,832
USR_02693,19000,6083,166000,538
USR_02694,30000,16919,94000,658
USR_02695,92000,34882,395000,693
USR_02696,64000,5265,508000,621
USR_02697,5000,794,146000,609
USR_02698,41000,28625,53000,742
USR_02699,83000,30477,107000,708
USR_02700,32000,7969,140000,594
USR_02701,65000,16339,243000,546
USR_02702,164000,39697,72000,691
USR_02703,61000,51177,87000,672
USR_02704,28000,12130,244000,689
USR_02705,62000,32004,344000,640
USR_02706,25000,9421,98000,710
USR_02707,22000,2338,56000,762
USR_02708,15000,1960,2251000,757
USR_02709,105000,26296,304000,592
USR_02710,9000,5336,131000,824
USR_02711,101000,40858,326000,696
USR_02712,36000,4360,147000,550
USR_02713,5000,910,325000,680
USR_02714,31000,17640,184000,666
USR_02715,2000,415,175000,641
USR_02716,41000,11037,148000,635
USR_02717,53000,15451,51000,699
USR_02718,12000,8086,767000,699
USR_02719,24000,9631,76000,608
USR_02720,155000,40049,54000,612
USR_02721,13000,845,137000,609
USR_02722,7000,412,75000,637
USR_02723,96000,14775,156000,712
USR_02724,156000,53183,282000,734
USR_02725,22000,6318,360000,634
USR_02726,60000,15733,312000,726
USR_02727,84000,60209,127000,680
USR_02728,10000,438,169000,659
USR_02729,13000,4280,225000,780
USR_02730,75000,19508,39000,673
USR_02731,118000,67709,256000,640
USR_02732,38000,21220,50000,708
USR_02733,9000,299,832000,563
USR_02734,160000,54395,117000,634
USR_02735,12000,3382,140000,668
USR_02736,15000,1435,87000,700
USR_02737,31000,1289,98000,666
USR_02738,104000,34442,1003000,559
USR_02739,51000,20601,345000,588
USR_02740,33000,25966,47000,619
USR_02741,35000,6278,542000,666
USR_02742,23000,3781,422000,559
USR_02743,38000,8307,129000,748
USR_02744,1000,120,208000,671
USR_02745,16000,9370,160000,670
USR_02746,28000,3418,788000,637
USR_02747,6000,3175,86000,548
USR_02748,32000,2471,182000,656
USR_02749,17000,3595,115000,702
USR_02750,127000,52684,51000,639
USR_02751,106000,9215,939000,724
USR_02752,13000,3604,63000,645
USR_02753,18000,3807,194000,698
USR_02754,20000,2080,40000,642
USR_02755,14000,5477,118000,676
USR_02756,26000,3903,228000,710
USR_02757,10000,4938,84000,574
USR_02758,7000,1734,260000,695
USR_02759,41000,9399,131000,723
USR_02760,41000,9411,411000,803
USR_02761,9000,2905,483000,654
USR_02762,53000,8426,101000,503
USR_02763,11000,3156,173000,525
USR_02764,28000,7369,188000,587
USR_02765,50000,9766,267000,739
USR_02766,21000,9775,164000,803
USR_02767,34000,2438,189000,621
USR_02768,13000,3374,133000,653
USR_02769,18000,8588,178000,469
USR_02770,17000,7338,459000,695
USR_02771,10000,1381,272000,659
USR_02772,18000,1018,285000,632
USR_02773,4000,3088,290000,582
USR_02774,13000,7177,143000,625
USR_02775,16000,4331,210000,555
USR_02776,17000,8999,68000,589
USR_02777,17000,3068,449000,561
USR_02778,20000,5685,17000,578
USR_02779,35000,14826,151000,569
USR_02780,52000,17742,405000,690
USR_02781,11000,1739,54000,569
USR_02782,6000,4441,224000,646
USR_02783,7000,1067,94000,573
USR_02784,13000,8429,121000,576
USR_02785,15000,6725,346000,573
USR_02786,10000,3315,190000,718
USR_02787,6000,2053,31000,637
USR_02788,13000,5625,74000,597
USR_02789,26000,6812,355000,579
USR_02790,39000,8591,233000,555
USR_02791,12000,3894,659000,599
USR_02792,14000,8369,625000,549
USR_02793,8000,1154,123000,619
USR_02794,21000,7669,1205000,600
USR_02795,9000,1612,165000,595
USR_02796,39000,7613,75000,736
USR_02797,3000,2397,98000,632
USR_02798,15000,8232,26000,637
USR_02799,29000,1479,588000,739
USR_02800,26000,10104,582000,554
